,index,issue_description,pred,y
480,2676,window ask instal driver allow print plea complet requir question return back gsc request provid requir inform gsc review ticket abl resolv plea assign appropri group per printer problem assign flowchart printer name make model printer even local detail descript problem window need download instal softwar driver hostnam comput print cl messag printer type document print email ecel word etc inwarehousetool deliveri note product order etc document print sourc system applic use time problem outlook ecel erp print respond ping command network power cycl printer complet shutdown comput printer error messag erp system system e si si hrp plm erp printer problem erp output rerout anoth erp printer temporarili printer rerout document print correct plea scan copi document attach ticketingtool ticket,GRP_0,GRP_0
481,3055,login password urgent esprit receiv would like login password partner dp technolog tomorrow possibl creat aerp,GRP_0,GRP_0
482,6076,materi post two differ plant display materi document mov mm sometim need send materi vendor manufactur differ kind new iten compani case sent mm etern vendor system make two differ moviment one plant plant anoth plant plant problem cannot creat nota financialtoolc cannot revers moviment,GRP_29,GRP_13
483,4284,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_5
484,6199,businessobjectscm cm server watcher server name hostnam businessobjectscm cm server watcher server name hostnam,GRP_12,GRP_14
485,4317,job sihoti fail jobschedul receiv job sihoti fail jobschedul,GRP_8,GRP_5
486,4101,repeat outbound connect tcp dsw incid overview see compani intern asa compani com devic generat high volum repeat outbound connect tcp alert traffic block lhql port tcp remot procedur call rpc etern host may indic misconfigur firewal block traffic legitim server applic may also indic compromis host reach malici host propag worm code escal incid via medium prioriti ticket email per default event handl procedur would like u handl incid differ futur see handl option question concern plea let u know either correspond u via ticket deleg ticket back soc call u full escal window login failur alert eplicit notif via high prioriti ticket phone call automat resolv window login failur alert direct portal eplicit notif event avail report purpos portal sincer soc,GRP_3,GRP_3
487,4322,job sicold fail jobschedul receiv job sicold fail jobschedul,GRP_5,GRP_5
488,4827,job mmzscrwklyrollfgyuej fail jobschedul receiv job mmzscrwklyrollfgyuej fail jobschedul,GRP_8,GRP_8
489,7530,deliveri failur date email attach email one sent deliv receiv deliveri error messag sender name uidgt olibercsu recipi caller jgnyahz cizwuyf deliveri failur code f f deliveri failur tet sua mensagem n foi recebida por um ou mai do destinat rio assunto enc curso custom logist servic cl enviada em n po vel encontrar o seguint destinat rio jgnyahz cizwuyf em esta mensagem n p de ser enviada tent enviar mensagem novament mai tard ou contat administrador da rede erro opera client falhou f f,GRP_18,GRP_26
490,6875,chang account full time employe contractor effect septemb plea chang merthayu behsnjti account employe vendor donot deactiv access base convers khrtyujuin snhdfihytu suhtnhdyio open ticket,GRP_2,GRP_2
491,6200,erp print fe plea help switch fe print urgent,GRP_0,GRP_14
492,7096,gibt nur ein fehlermeldung au gibt nur ein fehlermeldung au anmelden im netzwerk registrieren der netzwerkeinstellungen nicht all vorg nge k nnen erledigt werden warten sie einen moment vzqomdgt jwoqbuml,GRP_24,GRP_24
493,1718,error login si system error login si system verifi user detail employe manag name user tri passwordmanagementtool pwd manag unlock erp id caller confirm abl login issu resolv,GRP_0,GRP_0
494,7896,tastatur r und r defekt tastatur r und r defekt bitt austauschen einzeln tasten funktionieren nicht mehr,GRP_33,GRP_33
495,1730,order product onlin problem receiv ask help solv help bos tomorrow,GRP_0,GRP_0
496,2138,static call,GRP_0,GRP_0
497,157,reset password fygrwuna gomcekzi e mail bitt passwort f r fygrwuna gomcekzi e mail zur cksetzenbitt neue passwort zu manag,GRP_0,GRP_0
498,2031,vpn vpn allow access erp receiv second time week issu vpn vpn workaround monday work either even pfzecbo ptygkvzlsr analyst na indirect industri sale mailto,GRP_0,GRP_0
499,8195,materi post product order balanc requir quantiti order post qti withdraw switzerland cc post materi consumpt po mat post number materi discount stock batch posten product order show bill materi sever order suffer problem need solv aerp contact brjkmwvo odwcpi,GRP_29,GRP_45
500,7380,erp und eutool geht sehr langsam eutool funktioniert teilweis gar nicht,GRP_25,GRP_25
501,518,german caller,GRP_0,GRP_0
502,5446,report run proper deliv result dataload app report produc report size instead proper report sdbodbcredit suppos run nd month along dashbankrd report last coupl month report empti happen previous credit report plea correct avail net month global dashbankrd use area compens,GRP_25,GRP_9
503,1313,lost access reportingtool crm per note dthyan matheywtyuew sent thursday septemb pmto nwfodmhc eurcwkmsubject sabrthi fw synchron log import highi lost access reportingtool crm per note dthyan matheywtyuewssal manag gl dthyan matheywtyuew sent thursday septemb amto dthyan matheywtyuew subject synchron log import high synchron version synchron mailbo dthyan matheywtyuew synchron hierarchi synchron local chang folder calendar upload server view form updat onlin folder synchron local chang folder inbo upload server view form updat onlin folder download server item chang read state offlin folder synchron local chang folder contact upload server view form updat onlin folder synchron local chang folder task upload server view form updat onlin folder synchron server chang folder rus hall calendar download server error synchron folder suffici permiss perform oper object see folder contact system administr microsoft echang inform store inform failur click url done microsoft echang offlin address book download success,GRP_22,GRP_0
504,733,email activ compani provid devic,GRP_0,GRP_0
505,7750,win,GRP_0,GRP_31
506,5324,net issu bobj account dbednyuarski receiv hell net issu bob j work account cid best,GRP_0,GRP_9
507,1877,smart phone issu iphon reduc ear speaker speak individu hear volum faint must use speaker phone make call non secur phone repair replac,GRP_0,GRP_0
508,1017,erp close open attach md,GRP_0,GRP_0
509,7351,setup new w beosjgt mdevcqjk,GRP_24,GRP_24
510,7428,eutool problem urgent receiv problem eutool get transfer time employe download file empti without data possibl calcul product plant germani cid imag png siae ada cid imag png siae ada mit freundlichen gr ssen kind,GRP_25,GRP_25
511,1954,eplan password manag requir,GRP_0,GRP_0
512,37,ticket updat inplant,GRP_0,GRP_0
513,7527,plea delet caland meet kurtyar v suzjhmfa swmiynoz outlook plea delet calendar meet kurtyar v suzjhmfa swmiynoz outlook employe left compani request kind delet follow meet calendar aug sep sep oct nov dec dec,GRP_0,GRP_26
514,7512,e mail sent compani quarantin databas,GRP_0,GRP_26
515,4434,unabl creat deliveri plea provid follow order number materi item number warehous locat plant issu descript error messag creat deliveri allow sys status el object vb,GRP_6,GRP_6
516,7942,bitt konten erzeugen receiv hallo bitt k konten erzeugen referenz user twdyzsfr gjedmfvh auftraggeb scedqur pocqtrl,GRP_0,GRP_34
517,4527,abend job jobschedul jobb receiv abend job jobschedul jobb,GRP_6,GRP_6
518,3459,window account lock window account lockout,GRP_0,GRP_0
519,2669,ticket updat inplant,GRP_0,GRP_0
520,4248,unabl login switch unabl login switch due memori issu per syslog alarm,GRP_0,GRP_4
521,2589,need configur printer,GRP_0,GRP_0
522,95,es login issu es login issu verifi user detail employe manag name check user name ad reset password advis user login check caller confirm abl login issu resolv,GRP_0,GRP_0
523,3438,vip singl sign hrtool oper cannot access hrtool globalview pay check time go sso get messag open hrtool icon sorri access deni plea contact system administr,GRP_0,GRP_0
524,6599,pdf printer want softwar print document pdf,GRP_0,GRP_19
525,1322,skype goe respond mode skype goe respond mode phone,GRP_0,GRP_0
526,6761,melisdfysa receiv email k rgrtrs melisdfysa includ k rgrtrs email list receiv email come address,GRP_0,GRP_2
527,2006,ticket updat ticketno spam mail come inbo,GRP_0,GRP_0
528,7063,ethic login issu receiv hi plea see highlight error resolv urgent basi cid imag png sie bfae best,GRP_0,GRP_23
529,4751,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
530,5419,get error tri open hana file help erp ecel add issu,GRP_0,GRP_9
531,6052,inwarehousetool format issu output e mail receiv use c zzmail get inwarehousetool differ format plea refer enclos e mail inwarehousetool okay inwarehousetool okay plea help u get inwarehousetool per format appear inwarehousetool,GRP_13,GRP_13
532,8226,abend job jobschedul job receiv abend job jobschedul job,GRP_9,GRP_47
533,1487,businesscli work receiv unabl access businesscli open businesscli goe direct screen kind look cid imag jpg siac fbbdcf,GRP_0,GRP_0
534,7119,anmeldefehl lync qidgvtwa qvbutay,GRP_0,GRP_24
535,251,unabl login engin tool,GRP_0,GRP_0
536,4657,network outag india site hard sinc pm et backup circuit type outag network circuit power plea specifi type outag top cert site yes na start pm et schedul mainten power yes na compani power provid power schedul mainten network yes na compani maint yes provid maint ticket site backup circuit yes na backup circuit activ na yes na site contact notifi phone email na yes na remot dial na yes na equip reset na yes na verifi site work backup circuit na yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc na yes na cert start yes na addit diagnost,GRP_8,GRP_8
537,334,issu wi fi erp login receiv hi face issu wifi connect erp login cid ab best,GRP_0,GRP_0
538,1511,ie need financeapp ie need financeapp connect user system use teamview uninstal ie reinstal ie user confirm abl login financeapp issu resolv,GRP_0,GRP_0
539,8299,plea unlock tpfghtlugn erp hana si reset password,GRP_0,GRP_53
540,5716,usa file server hostnam fail hard drive,GRP_12,GRP_12
541,5982,condit type receiv team abl chang condit type po plea check advis,GRP_13,GRP_13
542,1862,ticketno ticket updat,GRP_0,GRP_0
543,6596,pc set new employe mghlisha baranwfhrti setup laptop new hire mghlisha baranwfhrti,GRP_19,GRP_19
544,8355,instal aiqjhuv dceghpwn viewer instal aiqjhuv dceghpwn viewer softwar avail p drive temporari aiqjhuv dceghpwn viewer subdirectori,GRP_0,GRP_62
545,4684,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
546,3481,epens report reach manag,GRP_0,GRP_0
547,2446,account lock password reset,GRP_0,GRP_0
548,4778,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
549,6099,remov plant plant assign sale org romania slovakia project relat suppos remov immedi uat howev miss remov assign shipment plant assign uacylto hgaycz purpos busi requir may come futur,GRP_36,GRP_13
550,8216,hostnam volum consum dev mksysbalv hostnam volum consum dev mksysbalv,GRP_12,GRP_47
551,2670,vip printer setup,GRP_0,GRP_0
552,3132,downgrad ie,GRP_0,GRP_0
553,7170,setup new w vudrbng owqplduj,GRP_24,GRP_24
554,7879,pls instal m outlook pc traine yqwuhzkv icvgknt pls instal m outlook pc traine yqwuhzkv icvgknt pls assign qbnsrzlv gyqkba,GRP_0,GRP_33
555,8140,telefon aspnlgk mnktdsjq durchwahl defekt display kaum noch lesbar verbindung bei telefonaten wird mittendrin unterbrochen,GRP_33,GRP_42
556,80,unabl display epens report,GRP_0,GRP_0
557,6630,laptop boot vigrtgyn log laptop laptop automat shut tri power shutdown also kept pc hour still moment log pc shut user id ravhdyuipc name aidlservic tag dbdhzmodel latitud e non vpro,GRP_0,GRP_19
558,465,abl add lean project collaborationplatform receiv cid jkddwkwd ngtrassist manag manufacturingcompani india limit,GRP_0,GRP_0
559,6207,businesscli issu search materi code unavail serach result via specif,GRP_0,GRP_14
560,1057,unabl log skype certif error,GRP_0,GRP_0
561,6537,need display link adaptor simcard holder receiv plea note display link adaptor work kind arrang replac also need new data card sim card holder laptop best,GRP_19,GRP_19
562,1775,sfb person certif error,GRP_0,GRP_0
563,7700,nan,GRP_30,GRP_30
564,7106,problem mit login br usalikfj lfmpbcn,GRP_24,GRP_24
565,6576,ie upgrad upgrad ie uacylto hgaycz workstat,GRP_0,GRP_19
566,2937,unabl submit discount form collaborationplatform,GRP_0,GRP_0
567,647,password reset es user nothrdaj,GRP_0,GRP_0
568,4689,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
569,7326,problem mit ffnen von dokumenten im intranet mit internet eplor mlbfjpg yegzbvru,GRP_24,GRP_24
570,503,account unlock,GRP_0,GRP_0
571,4813,network outag juarez dmvpn rtr sinc et type outag network circuit power plea specifi type outag top cert site yes na start et schedul mainten power yes na compani power provid power schedul mainten network na yes na compani maint yes provid maint ticket site backup circuit yes na backup circuit activ na yes na site contact notifi phone email yes na remot dial na yes na equip reset na yes na verifi site work backup circuit na yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_8
572,4985,job job fail jobschedul receiv critic bda net lhqsi compani compani com lhqsi compani compani com e time ipc failur read net messag ipc read error system error connect reset peer abort job job fail jobschedul,GRP_8,GRP_8
573,321,erp si account unlock password reset,GRP_0,GRP_0
574,4092,unabl launch engineeringtool,GRP_0,GRP_3
575,6666,o instal o reinstal e laptop,GRP_19,GRP_19
576,496,unabl login mii system yrhackgt sfhckgq unabl login mii system yrhackgt sfhckgq check account found lock suggest user unlock account passwordmanagementtool tri log time,GRP_0,GRP_0
577,7259,pr fen wewu essa press bo blinkt dauerhaft wrcktgbd wzrgyunp,GRP_24,GRP_24
578,3362,erp work,GRP_0,GRP_0
579,4467,job snpheuregen fail jobschedul receiv job snpheuregen fail jobschedul,GRP_6,GRP_6
580,6455,rma process fault erp could plea resolv follow issu immedi issu tri rma use zl erp process return good screen shot show fault best,GRP_0,GRP_18
581,7523,send email w corp ebusi servic sent email show person sent folder contact summari send email w corp ebusi servic sent email show person sent folder ebusi sent folder user compani ebusi email bo,GRP_0,GRP_26
582,5113,job hostnamefail fail jobschedul receiv job hostnamefail fail jobschedul,GRP_8,GRP_8
583,6128,hostnam rfcserver ee process count servic et,GRP_14,GRP_14
584,6507,let talk play receiv refer screen shot cid warm,GRP_0,GRP_19
585,7021,open order kart issu distributortool distributortool product system oprn cart display carrier inform plea check fi issu urgent,GRP_0,GRP_21
586,6256,global erp crm appear erp crm tri send review sale email custom contact global erp crm appear erp crm tri send review sale email custom contact review sale email origin configur would get sent sale employe review sale email never get sent custom contact eampl refer attach screen shot someon chang someth plea investig advis aerp,GRP_15,GRP_15
587,3889,supplychainsoftwar login receiv good morn unabl log supplychainsoftwar plea reset password ryafbthn mijhmijhmileslead sale msc mailto,GRP_0,GRP_0
588,2697,erp si password reset,GRP_0,GRP_0
589,7299,problem mit schichtplanung pugntjv zcaermdt,GRP_24,GRP_24
590,5623,travel epens manag erp transact pr work receiv travel epens manag erp transact pr work anylong start cid ba best,GRP_0,GRP_10
591,5164,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
592,1483,account lock supplychainsoftwar,GRP_0,GRP_0
593,4871,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
594,3785,unlock account email cell phone user ricagthyr doflefn id noggtyuerp team could plea unlock account email cell phone user id noggtyuerp,GRP_0,GRP_0
595,8016,urgent refer ticket inc uyjlodhq ymedkatw lghuiezj map unit depart n public team hostnam incorrect help map network drive correct inc reboot comput connect back kkbsm instead hostnamesh access drive n drive drive server hostnamepc name ekwpleas help updat login script user j sica l pez rufo also user request process request soon possibl daili work get hamper urgent,GRP_0,GRP_39
596,1287,logon balanc error erp,GRP_0,GRP_0
597,1277,user kehtprg uekapfzt abl access erp si hi team need help request check user kehtprg uekapfzt abl access erp si turn block approv pr,GRP_0,GRP_0
598,6300,need access user collaborationplatform need access user collaborationplatform summari cowqyjzm fzsgapt inform stefyti smhdyhti collaborationplatform busi perman delet day need access collaborationplatform see inform need,GRP_16,GRP_16
599,2858,m outlook accept password,GRP_0,GRP_0
600,2932,queri owner share mailbo k mws distributor discount,GRP_0,GRP_0
601,4438,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_6
602,5023,apac apac china compani ap chn china g access vmsw multipl server went et job name,GRP_8,GRP_8
603,1839,vpn work vpn compani com link give error,GRP_0,GRP_0
604,3805,compani center show org chang password chang password compani center account show option choos sale org login info bfrgtonersp augdec,GRP_0,GRP_0
605,5157,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
606,1840,vpn work,GRP_0,GRP_0
607,1142,reset password fueiklyv jargqpkm erp product erp plea reset password si erp product si bw product,GRP_0,GRP_0
608,6023,abl creat dc receiv help unabl creat deliveri challan due error cid imag png sie db cid imag png sie aadb,GRP_0,GRP_13
609,5612,approv epens report date rang error es portalepens report approv wrong date rang show need say need chang date order enter epens report date rang,GRP_2,GRP_10
610,1662,urgent help requir crm mobil app load crm mobil app time return phone desktop complet download,GRP_0,GRP_0
611,4081,connect network pc inspect room look get pc network inspect room dept would nice abl share imag pc,GRP_3,GRP_3
612,5590,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_10
613,1618,account lock,GRP_0,GRP_0
614,970,businesscli net error messag,GRP_0,GRP_0
615,554,access appreciatehub access appreciatehub com say may yet author enter employe recognit site plea contact admin,GRP_0,GRP_0
616,1558,reset password qekdgaim wagshrzl erp product erp si erp product system plea reset password cannot log need perform good receipt po,GRP_0,GRP_0
617,6143,look like tzornbldf network account lock need unlock aerp tzornbldf account use dashbankrd reportingtool affect sale employe manag director abl access dashbankrd,GRP_0,GRP_14
618,6203,hostnam southamerirtca br plm dsc file product dsccach ee wrong number instanc process dsccach ee hostnam southamerirtca br plm dsc file product dsccach ee wrong number instanc process dsccach ee epect instanc gte found note plan power mainten southamerirtca per chg servic come mainten,GRP_14,GRP_14
619,7784,hi gartryhu vpn best,GRP_0,GRP_31
620,483,passwort receiv hallo ersuch all mein passw rter zur ckzusetzen da gesperrt crm erp vpn password lock crm erp vpnmit freundlichen gr en best,GRP_0,GRP_0
621,6637,engineeringdrawingtool issu receiv hi engineeringdrawingtool work system plea give solut issu,GRP_19,GRP_19
622,4161,hostnam server offlin receiv eperienc interrupt system involv server hostnam network printer oper due problem plea advis best,GRP_12,GRP_4
623,2348,constant receiv usb devic recogn instal default printer driver everi reboot constant receiv usb devic recogn instal default printer driver everi reboot cl,GRP_0,GRP_0
624,3689,cannot convert ecel sheet,GRP_0,GRP_0
625,5635,zcor report issu plea provid detail templat multipl applic impact plea use quick ticket templat oper folder site locat apac apac user id ad lia system see perform problem plea list e g crm erp bw bobj erp transact slow e g va creat order zcor area belong e g sale financ markhtyet etc fin issu replic support group zcor report use get shipment data variant tj data incorrect report would plea help check issu find problem sep shipment detail aug download sep attach report run daili track shipment need inform contact user see user tj plea attach relev screenshot eact time issu occur,GRP_9,GRP_10
626,6389,reset password mafgtnik use passwordmanagementtool password reset,GRP_17,GRP_17
627,5503,abend job jobschedul job receiv abend job jobschedul job,GRP_9,GRP_9
628,8269,virus scan receiv pls need cid bff vivthyek byuihand asst manag sale compani india ltd india,GRP_0,GRP_50
629,6789,pgi deliveri note possibl pgi deliveri note possibl plea see enclos messag,GRP_18,GRP_2
630,6301,collaborationplatform access go receiv concern unabl access collaborationplatform plea resolv earliest,GRP_0,GRP_16
631,48,enquiri impact reward enquiri impact reward get password reset,GRP_0,GRP_0
632,7297,support f r umzug qwynjdbk eamnvwyh,GRP_0,GRP_24
633,1817,add printer ag receiv tri add printer receiv follow messag plea enabl connect printer erp room germani attend workshop week octob cid imag png sid aeb mani,GRP_0,GRP_0
634,1084,unabl open outlook,GRP_0,GRP_0
635,6942,secur incid sw possibl locki ransomwar infect lpal sourc ip system name lpalus name sbinuja vtbegcho nicolmghyu locat centralsamerirtca southamerirtca fieldsal vpn pcssep sm status see belowfield sale user yes nodsw event log see content versionsfmcnwpu tcwrdqboinit version r sequenc host integr content r reput set r ap portal list r intrus prevent signatur r power era definit r revoc content r era engin sonar content r etend file attribut signatur r symantec permit applic list r sonar risk logsrisk informationdownload creat c programdnti file java jre bin javaw ee file path c user nicolmghyu bbcc bddbf efa b ee applic efa b ee applic type applic categori set malwar categori type heurist virus version file size hash cfcabfafdfaffddfeefbfd hash algorithm sha risk reputationfirst seen symantec known file approim day reput file untrustworthi preval file seen fewer symantec user sonar risk level high sensit low detect score sonar engin version submit recommend submit incid overview ctoc receiv alert vid locki ransomwar c communic outbound isensor devic isensor compani com traffic sourc port tcp lpal destin port tcp geffen nld occur activ indic lpal like infect locki ransomwar outbound http traffic infect devic contain follow method data protocol tcphttp method posthttp version domain url path comerci cadastra phpuser agent mozilla compat msie window nt sv content length escal incid via high prioriti ticket phone call per default event handl procedur would like u handl incid differ futur see handl option question concern plea let u know either correspond u via ticket deleg ticket back ctoc call u ticket escal relat event medium prioriti ticket e mail notif autoresolv event portal eplicit notif event avail report purpos portal sincer securework ctoc technic detail locki new ransomwar encrypt data use ae encrypt demand form digit currenc decrypt file locki distribut malici attach spam email recent seen massiv phish campaign microsoft word document attach ctu research observ attach eampl inwarehousetoolj doc embed macro code use download locki payload filenam seem construct use eight random number follow inwarehousetoolj potenti victim receiv attach need open enabl macro initi payload download locki run compromis system drop copi temp directori affect user profil set registri run key ensur persist across reboot drop file use filenam ladybi ee svchost ee locki also set hkcu softwar locki registri key creat valu list ctu tip articl provid refer section locki also check follow registri key may indic presenc secur relat softwar softwar kasperskylab softwar eset softwar avast softwareth victim notifi infect desktop background imag chang see figur ctu tip locki place instruct tet file bitmap imag desktop display file victim unconfirm specul oper botnet distribut locki malwar also respons bugat v dride bank trojan spam eman botnet distribut bugat v threat shiz shifu malwar find conclus botnet use various affili differ time locki may also capabl locat network resourc encrypt file locat ctu research analys block code may use enumer network base locat locki attempt encrypt follow file file type qcow vmdk tar bz jpeg sqlite ppsm potm l docmwallet dat lsm lsb dotm dot doc djvu ppt pptm lt ltm pps ppam docb pot lay msi sldm sld tiff class java sqlitedb refer event data event id event summari vid locki ransomwar c communic outboundoccurr count event count host connect informationsourc ip sourc hostnam lpalsourc port destin ip destin hostnam ha ru destin port destin ip geoloc geffen nldconnect direct outgoinghttp method postus agent mozilla compat msie window nt sv host full url path comerci cadastra phpdevic informationdevic ip devic name isensor compani comlog time utcact blockedvendor eventid cv score vendor prioriti vendor version scw event process informationsherlock rule id sle inspector rule id inspector event id ontolog id event type id agent id event detail vid locki ransomwar c communic outbound classif none prioriti action acceptpass impactflag impact block vlan mpls label pad sensor id event id time src ip dst ip sport ityp dport icod proto tcp ttl tos id iplen dgmlen df ap seq adbff ack bff win tcplen pcap e comerci cadastra php e secur ascii packet pcap ascii wh e j q l p p p p post comerci cadastra php pcap ascii e packet pcap c ae wh b c ce e ac af cf ff dbff j q l p p b ff f f p p post f f cf comerci cada e f e stra php f e e host e ab c keep aliv da f ee e connecti fe b si c da keep aliv si e df user agent mozib cc f e fd lla compat c b e b ble msie wd e f e e b indow nt se fe e v content typf c fe f e applic f dd c e www form urlenc f da f e e c ode content le e ad ae fd ngth nom c c f e lpal e f win data f fd f v idioma port ea c ugu southamerirtca e b e f nti window p c ed lugin idc ca c b l pcap e,GRP_62,GRP_2
636,5201,circuit outag usa compani secondari circuit compani usa vpn rtr sinc et type outag network circuit power plea specifi type outag top cert site yes yes na start et schedul mainten power yes na compani power provid power schedul mainten network yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes yes na site contact notifi phone email yes na remot dial na yes na equip reset yes na verifi site work backup circuit yes yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_8
637,3995,hpqc initi error tri access hpqc error initi fail contract system administr detail see loader log file failur detail,GRP_0,GRP_3
638,1056,user gokcerthi si uacylto hgaycz system receiv team cannot login si uacylto hgaycz system could plea check cid imag png sifc afdf best,GRP_0,GRP_0
639,3948,job sihotf fail jobschedul receiv job sihotf fail jobschedul,GRP_5,GRP_1
640,4526,abend job jobschedul hrtooldcvcgenratn receiv abend job jobschedul hrtooldcvcgenratn,GRP_6,GRP_6
641,6485,deliveri note generat deliveri wrong deliveri piec deliveri note generat deliveri wrong deliveri piec one colleagu generat dn actual piec pc mm deliveri note print notic show deliver piec pc instead pc erp allow earlier kind issu refer ticket inc,GRP_18,GRP_18
642,7773,ie,GRP_0,GRP_31
643,393,netweav cannot use miss plugin,GRP_0,GRP_0
644,2580,erp si account lock,GRP_0,GRP_0
645,230,password reset,GRP_0,GRP_0
646,4914,circuit outag australia dmvpn rtr sinc type outag network yescircuit power plea specifi type outag top cert site yes na start schedul mainten power yes na compani power provid power schedul mainten network yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes yes na site contact notifi phone email yes na remot dial yes na equip reset yes na verifi site work backup circuit yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_8
647,7810,hi user abl logon crm websit link user ottyhddokthielpwiielobodeiddloksdkdjwdapleas get touch,GRP_0,GRP_33
648,7532,email deleg issu mailbo,GRP_0,GRP_26
649,1427,unlock erp account user id murakt plea unlock erp account user id murakt,GRP_0,GRP_0
650,5120,circuit outag usa vpn circuit pm et circuit primari type outag network circuit power plea specifi type outag top cert site slo site yes na start pm et schedul mainten power na yes na compani power provid power schedul mainten network na yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes yes na site contact notifi phone email yes na remot dial na yes na equip reset na yes na verifi site work backup circuit yes yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_8
651,7913,folder read write access need receiv dear colleagu plea usa access path read write access corpbusinessdev month financi review,GRP_0,GRP_34
652,5858,hostnam volum consum c,GRP_12,GRP_12
653,7506,need access email year need access email year ph,GRP_0,GRP_26
654,6156,plea fi issu mention descript si swathi coordin work plea sm transact cancel fp vbkpf sm nieconnrefus remot communic failur partner si updat termin system error jbnfeupdateblnr error updat tabl bkpf,GRP_0,GRP_14
655,4716,hostnam fenc hostnam fenc instead,GRP_0,GRP_8
656,794,need link access outlook web mail,GRP_0,GRP_0
657,4794,job bkwinhostnameinc fail jobschedul receiv backup statist session queu time hour complet disk agent fail disk agent abort disk agent disk agent total complet medium agent fail medium agent abort medium agent medium agent total mbyte total mb use medium total disk agent error total job bkwinhostnameinc fail jobschedul,GRP_8,GRP_8
658,7868,drucker ng funktioniert nicht mehr hardwar problem dringend ben tigt f r auftragspapier und bestellungen plea complet requir question return back gsc request provid requir inform gsc review ticket abl resolv plea assign appropri group per printer problem assign flowchart printer name make model e hq wy hp hp laserjet detail descript problem papier staut sich e kommt kein ausdruck raus type document print email ecel word etc erp inwarehousetool deliveri note product order etc system applic use time problem e window erp kls print respond ping command network power cycl printer complet erp system system e si si hrp plm si erp printer problem erp output rerout anoth erp printer temporarili printer rerout document print correct plea scan copi document attach ticketingtool ticket,GRP_0,GRP_33
659,6146,quot engin receiv previous ticket issu eperienc today sure keep issu someon help understand someth wrong someth use daili need access inc inc descript tri look configur rqfhiong zkwfqagb get error tri invok method java util list iter null object load local variabl locallist,GRP_14,GRP_14
660,4412,sale order updat correct deliveri date refer start email call compani spoke wkpnlvts oumeacz confirm item rout germani schedul get turn around ship u new deliveri date sure date compani center investig look screen shot provid heidi happen manufactur updat inform system csr ran apo avail check art could see updat date updat deliveri date order went order manual ran apo stock updat order updat deliveri date custom look compani center would see deliveri date manufactur updat deliveri time order updat open order item case loo order issu go time first time document screen shot go csrs run apo everi time date chang erp autom anyth le unaccept,GRP_18,GRP_6
661,61,unabl view payslip hrtool e time,GRP_0,GRP_0
662,7315,wireless access point pr fen geb geb und konferenzraum geb mlbfjpg yegzbvru,GRP_0,GRP_24
663,4529,help mm receiv dear status shipment urgent requir,GRP_0,GRP_6
664,6539,latitud tab detect telecomvendor broadband sim latitud tab detect telecomvendor broadband simphon,GRP_0,GRP_19
665,868,password reset passwordmanagementtool,GRP_0,GRP_0
666,3887,chat disconnect,GRP_0,GRP_0
667,332,login possibl trail employe thsaqsh receiv hellofollow trail employe work pthyu unabl login compani hub mail id view salari slip request rectifi aerpnam thsaqsh number mail id mailto user id wshqqhdqhpassword vasanqi,GRP_0,GRP_0
668,6415,shipment notif sent friday octob amto nwfodmhc eurcwkmsubject shipment notif dear pls help updat custom shipment notif email address b,GRP_18,GRP_18
669,7220,servic kit f r liefern hcuiqgj mavgqb,GRP_0,GRP_24
670,1513,password reset,GRP_0,GRP_0
671,1728,mii password reset,GRP_0,GRP_0
672,6951,design chang requir outlook origin messag bvlcarf aztlkeifowndararajan date gmt sridthshar herytur subject gopi design chang requir outlook dear sir recent elev area manag sale assist manag sale kind help make chang outlook contact detail collaborationplatform contact detail,GRP_16,GRP_2
673,5573,po ta issu,GRP_0,GRP_10
674,730,unabl access ap remot eu remot na remot fjaqbgnld yukdzw tri access either one receiv messag page display,GRP_0,GRP_0
675,4191,erp frequent disconnect receiv help frequent disconnect erp slow also plea check earliest,GRP_0,GRP_4
676,4262,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_5
677,2333,unabl login collaborationplatform,GRP_0,GRP_0
